tx_count,avg_value,max_value,median_gas_price,unique_receivers,unique_senders,tx_per_day,in_tx_count,out_tx_count,in_out_ratio,self_tx_ratio,max_tx_in_1h,max_tx_in_5min,tx_time_std,zero_value_tx_ratio,high_value_tx_ratio,short_time_repeated_tx
44,0.002093169125806708,0.01907,5.3404800515,23,3,0.07787021041671377,13,33,0.3939393939393939,0.045454545454545456,4,3,2650847.630653051,0.4318181818181818,0.022727272727272728,0.4772727272727273
7,0.17002285714285714,0.595206,2.0,7,2,10.24806832045547,1,6,0.16666666666666666,0.0,6,2,23452.98084252831,0.0,0.14285714285714285,0.0
2810,0.03933836784956762,4.0,8.781353052,218,1,29.807471315170698,0,1000,0.0,0.0,10,5,19885.810975684286,0.2199288256227758,0.0035587188612099642,0.2782918149466192
14,0.004428059661421431,0.038792825259900035,2.497125866,2,4,1.005737091544026,3,11,0.2727272727272727,0.0,5,4,215000.9109304495,0.7857142857142857,0.07142857142857142,0.8571428571428571
71,1.4037532813939546,20.0,24.703135475,14,11,0.05946175134282807,24,47,0.5106382978723404,0.0,4,3,3494778.5760727017,0.19718309859154928,0.014084507042253521,0.8028169014084507
2,0.1846301,0.1896301,0.830917955,2,2,100.69930069930071,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
2,0.01008298,0.01010398,1.7034263275,2,2,4.4665012406947895,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
67348,1.2180257383100002,266.07278847,2.533093456,70,4,32980.044888798206,133,867,0.15340253748558247,0.0,31,8,163.78878659514422,0.012710102749896063,0.00014848250876046802,0.013808873314723526
49848,0.07561794041722632,4.075779768323008,3.629237517,374,353,4784.259777653363,355,645,0.5503875968992248,0.0,18,5,1325.2695877661317,0.003209757663296421,0.0002006098539560263,0.012558176857647247
216,0.018511485640507003,0.3129864291377612,7.59077778,49,9,0.6479554530626019,34,182,0.18681318681318682,0.0,8,6,348531.73581843846,0.46296296296296297,0.013888888888888888,0.7731481481481481
43,0.16895384644973535,0.67760314,2.536807985,21,4,0.9136381744942677,13,30,0.43333333333333335,0.0,3,2,194801.82077542704,0.0,0.023255813953488372,0.5116279069767442
349,0.1091045615388283,9.0,18.360388709,75,23,0.5177571029338951,81,268,0.30223880597014924,0.0,10,4,572610.9174779432,0.40114613180515757,0.011461318051575931,0.7851002865329513
2,0.00631697,0.00633797,1.807302163,2,2,39.88919667590028,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
12422,0.0,0.0,2.559101082,1,1,1956.049339515353,1000,0,1000.0,0.0,7,2,44.54992892372549,0.08050233456770246,0.0,0.08042183223313476
2,0.05521806160786551,0.05524766,2.3784006855,2,2,182.27848101265823,1,1,1.0,0.0,2,1,,0.0,0.5,0.0
3,0.00013077038679798933,0.000224406714915,0.924421184,3,2,2700.0,1,2,0.5,0.0,3,3,0.0,0.3333333333333333,0.3333333333333333,0.0
6,0.05346719666666666,0.16080318,1.6848369565,2,2,6.335239771227452,1,5,0.2,0.0,2,1,32149.43938546985,0.6666666666666666,0.16666666666666666,0.6666666666666666
2,2.77740329262935e-05,5.5548065852587e-05,0.960421862,2,2,14400.0,1,1,1.0,0.0,2,2,,0.5,0.5,0.0
3,0.0,0.0,0.97610232,1,1,0.634603519699151,0,3,0.0,0.0,1,1,281380.41565112525,1.0,0.0,0.6666666666666666
2,0.021253505466943,0.02128495,2.1879924895,2,2,180.0,1,1,1.0,0.0,2,1,,0.0,0.5,0.0
26,0.01601521189851123,0.12358818721991352,2.278783479,13,5,0.07199490497595555,5,21,0.23809523809523808,0.0,5,3,2531299.1304503228,0.5384615384615384,0.038461538461538464,0.5
34,0.1675962935384016,2.818737895725873,16.4731096665,6,5,0.03223348595922585,5,29,0.1724137931034483,0.0,3,2,5234827.496568638,0.7647058823529411,0.029411764705882353,0.8235294117647058
3738,0.0,0.0,0.5697230245,3,1,372.8988278327376,1,1000,0.001,0.00026752273943285177,25,3,1566.0434851458335,0.2675227394328518,0.0,0.2667201712145532
